pair_ID	sentence_A	sentence_B	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_dataset	sentence_B_dataset	SemEval_set	binary_label
9678	یک زن در یک پیراهن نارنجی و آرایش دلقک در یک پارک ایستاده و بقیه به  آن نگاه می‌کنند .	یک دختر در یک پیراهن نارنجی و آرایش دلقک در یک پارک ایستاده و بقیه به آن نگاه می‌کنند	4.3	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9679	دختری با پیراهن نارنجی و آرایش دلقکی در پارک قدم می‎زند و دیگران به او خیره شده‎اند	دختری با پیراهن نارنجی و آرایش دلقکی در پارک ایستاده است و دیگران به او خیره شده‎اند	4.3	NEUTRAL	A_neutral_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
9680	دخترک پیراهن نارنجی و کراوات راه‌راه به تن دارد	یک دختر یک پیراهن نارنجی و یک کروات راه راه به تن دارد	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
9681	دختری پیراهن نارنجی و کروات راه‎راه پوشیده‎است	پسری پیراهن نارنجی و کروات راه‎راه پوشیده‎است	3.4	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9682	دختری پیراهن نارنجی و کروات راه‎راه پوشیده‎است	دختری با پیراهن نارنجی و آرایش دلقکی در پارک ایستاده است و دیگران به او خیره شده‎اند	3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9683	پسری پیراهن نارنجی و کروات راه‎راه پوشیده‎است	دختری با پیراهن نارنجی و آرایش دلقکی در پارک ایستاده است و دیگران به او خیره شده‎اند	1.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
9684	یک زن در یک پیراهن نارنجی و آرایش دلقک در یک پارک ایستاده و بقیه به  آن نگاه می‌کنند .	یک دختر یک پیراهن نارنجی و یک کروات راه راه به تن دارد	3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9685	دختری با پیراهن نارنجی و آرایش دلقکی در پارک قدم می‎زند و دیگران به او خیره شده‎اند	دختری پیراهن نارنجی و کروات راه‎راه پوشیده‎است	3.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9686	دختری پیراهن نارنجی و کروات راه‎راه پوشیده‎است	دختری با پیراهن نارنجی و آرایش دلقکی در پارک ایستاده است و دیگران به او خیره شده‎اند	3.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9687	یک مرد حال پرش روی یک دوچرخه است	دوچرخه‌سوار در حال انجام یک پرش بر روی یک دوچرخه است	4.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9688	هیچ دوچرخه‎سواری پرش روی دوچرخه را انجام نمی‎دهد	دوچرخه‌سوار در حال انجام پرش بر روی دوچرخه است	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
9689	یک دوچرخه سوار در حال انجام یک ترفند بر روی یک دیوار به شدت گرافیت شده است	یک دوچرخه سوار درحال اجرا حرکات نمایشی روی یک دیوار گرافیتی است	4.8	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
9690	دوچرخه‎سواری در حال انجام یک ترفند بر روی دیواری تمیز است	دوچرخه‎سواری در حال انجام یک ترفند بر روی دیواری پر از گرافیتی است	3.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9691	دوچرخه‌سوار در حال انجام یک پرش بر روی یک دوچرخه است	یک دوچرخه سوار درحال اجرا حرکات نمایشی روی یک دیوار گرافیتی است	3.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9692	یک دوچرخه سوار روی یک دیوار تمیز در حال انجام حرکات نمایشی است	دوچرخه‌سوار در حال انجام یک پرش بر روی یک دوچرخه است	4.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9693	مردی در حال انجام پرش بر روی دوچرخه است	دوچرخه‎سواری در حال انجام یک ترفند بر روی دیواری پر از گرافیتی است	3.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9694	دوچرخه‌سوار در حال انجام یک پرش بر روی یک دوچرخه وجود ندارد	یک دوچرخه سوار در حال انجام یک ترفند بر روی یک دیوار به شدت گرافیت شده است	3.4	NEUTRAL	A_neutral_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
9695	یک دوچرخه سوار در حال انجام یک ترفند بر روی یک دیوار به شدت گرافیت شده است	دوچرخه‌سوار در حال انجام یک پرش بر روی یک دوچرخه است	3.585	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9696	زنی در حال نشان دادن توله‎سگی به یک کودک است	زنی در حال نشان دادن سگی کوچک به یک کودک است	4.3	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9697	یک زن یک گربه کوچک را به نوزاد نشان می‌دهد	یک زن یک سگ کوچک را به نوزاد نشان می‌دهد	3.5	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9698	زن کنار یک سگ دو‌زانه است و به دختر جوانی که روی پیاده‌رو نشسته‌است لبخند می‌زند.	زن کنار یک سگ دو‌زانه زده است و به دخترکی که روی پیاده‌رو نشسته‌است لبخند می‌زند.	4.8	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
9699	زن کنار یک سگ دو‌زانه زده است و به دخترکی که روی پیاده‌رو نشسته‌است لبخند می‌زند.	مردی کنار یک سگ دو‌زانه زده است و به دختر کوچکی که روی پیاده‌رو نشسته‌است لبخند می‌زند.	4.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9700	یک زن یک سگ کوچک را به نوزاد نشان می‌دهد	زن کنار یک سگ دو‌زانه است و به دختر جوانی که روی پیاده‌رو نشسته‌است لبخند می‌زند.	3.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9701	مردی کنار یک سگ دو‌زانه زده است و به دختر کوچکی که روی پیاده‌رو نشسته‌است لبخند می‌زند.	یک زن یک سگ کوچک را به نوزاد نشان می‌دهد	2.5	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
9702	یک زن یک توله‌سگ را به یک نوزاد نشان می‌دهد	زن کنار یک سگ دو‌زانه زده است و به دخترکی که روی پیاده‌رو نشسته‌است لبخند می‌زند.	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9703	زن کنار یک سگ دو‌زانه زده است و به دخترکی که روی پیاده‌رو نشسته‌است لبخند می‌زند.	یک زن یک گربه کوچک را به نوزاد نشان می‌دهد	2.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
9704	یک زن یک توله‌سگ را به یک نوزاد نشان می‌دهد	زن کنار یک سگ دو‌زانه زده است و به دخترکی که روی پیاده‌رو نشسته‌است لبخند می‌زند.	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9705	یک سگ سیاه و سفید با شاخه‎ای بزرگ در زمین می‎دود	یک سگ سیاه و سفید با شاخه‎ای بزرگ در چمن‎ها می‎دود	4.3	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9706	یک سگ سیاه‌و‌‌سفید با یک شاخه بزرگ در زمین ایستاده است	یک سگ سیاه‌و‌‌سفید با شاخه ای بزرگ در زمین می‌دود	4.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRIAL	1
9707	یک سگ سیاه و سفید یک چوب بزرگ را  بر روی چمن‎های سبز حمل می‎کند	یک سگ سیاه و سفید یک چوب خیلی بزرگ را  بر روی چمن‎های سبز حمل می‎کند	4.7	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
9708	یک سگ سیاه و سفید چوب کوچکی را روی چمن سبز حمل می‌کند	یک سگ سیاه و سفید یک تکه بزرگ چوب بر روی چمن سبز حمل می‌کند	4	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9709	یک سگ سیاه و سفید یک چوب بزرگ را روی چمن حمل می‌کند	یک سگ سیاه و سفید با شاخه بزرگی در مزرعه می‌دوید	4.1	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9710	یک سگ سیاه و سفید چوب کوچکی را روی چمن سبز حمل می‌کند	یک سگ سیاه و سفید با شاخه بزرگی در مزرعه می‌دوید	3.5	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9711	یک سگ سیاه و سفید با شاخه‎ای بزرگ در چمن‎ها می‎دود	یک سگ سیاه و سفید یک چوب خیلی بزرگ را  بر روی چمن‎های سبز حمل می‎کند	4.2	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9712	یک سگ سیاه و سفید با شاخه‎ای بزرگ در زمین ایستاده‎است	یک سگ سیاه و سفید یک چوب خیلی بزرگ را  بر روی چمن‎های سبز حمل می‎کند	4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9713	یک سگ سیاه‌و‌‌سفید یک شاخه بزرگ را روی چمن سبز حمل می‌کند	یک سگ سیاه‌و‌‌سفید با شاخه ای بزرگ در زمین می‌دود	4.5	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRIAL	1
9714	پسری با پیراهن راه‎راه پابرهنه در تپه‎ای شنی می‎دود	کودکی با پیراهن راه‎راه پابرهنه در تپه‎ای شنی می‎دود	4.5	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9715	پسری که پیراهن راه‌راه پوشیده بود، پا برهنه روی تپه شنی می‌دوید	دختری که پیراهن راه‌راه پوشیده بود، پا برهنه روی تپه شنی می‌دوید	3.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9716	پسری روی ساحل می‌دود	پسری روی شن‎ها می‎دود	4.1	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9717	پسری در میان علف‌ها می‌دود	پسری در میان شن‌ها می‌دود	4	NEUTRAL	A_neutral_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
9718	پسری که پیراهن راه‌راه پوشیده بود، پا برهنه روی تپه شنی می‌دوید	یک پسر روی ساحل می‌دود	3.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9719	پسری در میان علف‌ها می‌دود	پسری که پیراهن راه‌راه پوشیده بود، پا برهنه روی تپه شنی می‌دوید	3.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9720	بچه‌ای که پیراهن راه‌راه پوشیده بود، پا برهنه روی تپه شنی می‌دوید	پسری در میان شن‌ها می‌دود	3.7	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9721	پسری در میان شن‌ها می‌دود	دختری با پیراهن راه راه، پا برهنه روی تپه شنی می‌دود	3.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9722	پسری در ماسه‌ها می‌دود	پسری که پیراهن راه‌راه پوشیده است با پای برهنه روی تپه شنی می‌دود	3.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRIAL	1
9723	یک مسابقه دهنده سوار بر یک موتورسیکلت مسابقه‌ای است.	یه مرد به یه موتور سیکلت سواری تکیه داده	4.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9724	زنی بر روی موتورسیکلت مسابقه‎ای تکیه داده‎است	مردی بر روی موتورسیکلت مسابقه‎ای تکیه داده‎است	3.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9725	یک موتورسوار دوچرخه‎ای قرمز و سیاه را می‎راند	موتورسوار دوچرخه‎ای قرمز و سیاه را می‎راند	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
9726	مسابقه دهنده موتور سواری، سوار بر یک دوچرخه قرمز و سیاه است.	هیچ مسابقه دهنده موتورسیکلت بر روی یک دوچرخه قرمز و سیاه سوار نشده است.	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
9727	یک موتورسوار دوچرخه‎ای قرمز و سیاه را می‎راند	مردی بر روی موتورسیکلت مسابقه‎ای تکیه داده‎است	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9728	هیچ موتورسواری دوچرخه‎ای قرمز و سیاه را نمی‎راند	مردی بر روی موتورسیکلت مسابقه‎ای تکیه داده‎است	2.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
9729	یک مسابقه‎دهنده بر روی موتورسیکلت مسابقه‎ای تکیه داده‎است	موتورسوار دوچرخه‎ای قرمز و سیاه را می‎راند	3.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9730	مسابقه دهنده موتور سواری، سوار بر یک دوچرخه قرمز و سیاه است.	یه زن به یه موتور سیکلت سواری تکیه داده	2.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
9731	مسابقه دهنده موتور سواری، سوار بر یک دوچرخه قرمز و سیاه است.	یه مرد به یه موتور سیکلت سواری تکیه داده	2.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
9732	زنی به هدف تمرینی شلیک می‎کند	زنی به هدف تمرینی تیراندازی می‎کند	4.8	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
9733	یک زن در حال تیراندازی به سمت هدف تمرینی است	یک مرد درحال تیراندازی به سمت هدف تمرینی است	3.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9734	زنی محافظ گوش پوشیده است و با اسلحه در محدوده‎ی تیراندازی در فضای داخلی شلیک می‎کند	زنی محافظ گوش پوشیده است و با اسلحه در محدوده‎ی تیراندازی در فضای داخلی شلیک می‎کند	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
9735	زنی محافظ گوش پوشیده است و با اسلحه در محدوده‎ی تیراندازی در فضای خارجی شلیک می‎کند	زنی محافظ گوش پوشیده است و با اسلحه در محدوده‎ی تیراندازی در فضای داخلی شلیک می‎کند	3.6	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9736	زن در حال پوشیدن یک محافظ گوش است و در حال شلیک گلوله به میدان تیراندازی در فضای داخلی است.	یک زن در حال تیراندازی به سمت هدف تمرینی است	4.3	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9737	زنی محافظ گوش پوشیده است و با اسلحه در محدوده‎ی تیراندازی در فضای خارجی شلیک می‎کند	زنی به هدف تمرینی تیراندازی می‎کند	4.1	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9738	یک زن در حال پوشیدن محافظ گوش است و در حال شلیک یک تفنگ در محدوده تیراندازی در فضای داخلی است.	یک زن در حال شلیک به سمت هدف تمرینی است	4.1	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9739	مردی به هدف تمرینی تیراندازی می‎کند	زنی محافظ گوش پوشیده است و با اسلحه در محدوده‎ی تیراندازی در فضای داخلی شلیک می‎کند	3.1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9740	زنی محافظ گوش پوشیده است و با اسلحه در محدوده‎ی تیراندازی در فضای داخلی شلیک می‎کند	زنی به هدف تمرینی تیراندازی می‎کند	4.6	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9741	دو پسر جوان به دوربین نگاه می‎کنند و یکی از آن‎ها زبانش را بیرون آورده است	دو کودک به دوربین نگاه می‎کنند و یکی از آن‎ها زبانش را بیرون آورده است	4.6	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9742	دو دختر جوان به دوربین نگاه می‎کنند و یکی از آن‎ها زبانش را بیرون آورده است	دو پسر جوان به دوربین نگاه می‎کنند و یکی از آن‎ها زبانش را بیرون آورده است	3.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9743	پسر کوچک زبان خود را  به سمت دوربین بیرون آورده است و پسر دیگر به او نگاه می‎کند	یک پسر کوچک زبان خود را  به سمت دوربین بیرون آورده است و پسر دیگر به او نگاه می‎کند	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
9744	یک پسر کوچک زبانش را جلوی دوربین بیرون می‌آورد و یک پسر دیگر به آن نگاه کند.	یک پسر کوچک زبانش را جلوی دوربین بیرون می‌آورد و یک پسر دیگر به آن نگاه نمی‌کند	4.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
9745	دو پسر جوان به دوربین نگاه می‌کنند و یک از آن‌ها زبانش را بیرون آورده است	یک پسر کوچک زبانش را برای دوربین بیرون آورده است و دیگری به آن نگاه می‌کند	4.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRIAL	1
9746	دو پسر جوان به دوربین نگاه می‌کنند و یکی از آن‌ها زبانش را بیرون می‌آورد	یک پسر کوچک زبانش را جلوی دوربین بیرون می‌آورد و یک پسر دیگر به آن نگاه نمی‌کند	3.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9747	یک پسر کوچک زبانش را برای دوربین بیرون آورده است و دیگری به آن نگاه می‌کند	دو کودک به دوربین نگاه می‌کنند و یکی از آن‌ها زبانش را بیرون آورده است	4.4	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRIAL	1
9748	دو پسر جوان به دوربین نگاه می‌کنند و یکی از آن‌ها زبانش را بیرون می‌آورد	یک پسر کوچک زبانش را جلوی دوربین بیرون می‌آورد و یک پسر دیگر به آن نگاه کند.	3.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9749	یک پسر کوچک زبانش را جلوی دوربین بیرون می‌آورد و یک پسر دیگر به آن نگاه کند.	دو پسر جوان به دوربین نگاه می‌کنند و یکی از آن‌ها زبانش را بیرون می‌آورد	3.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
9750	سگ بزرگ در حال پیاده‎روی در بیرون است و اسباب‎بازی رنگارنگی را در دهان خود حمل می‎کند	سگ بزرگ در حال پیاده‎روی در بیرون است و اسباب‎بازی رنگارنگی را در دهان خود حمل می‎کند	4.8	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
9751	سگ کوچک در حال پیاده‎روی در بیرون است و اسباب‎بازی رنگارنگی را در دهان خود حمل می‎کند	سگ بزرگ در حال پیاده‎روی در بیرون است و اسباب‎بازی رنگارنگی را در دهان خود حمل می‎کند	3.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9752	یک سگ در حال دویدن روی بتن است و یک توپ آبی را در دست دارد.	یک سگ در حال دویدن روی بتن است و یک توپ  را در دست دارد.	4.7	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9753	یک سگ در حال دویدن روی بتن است و یک توپ آبی را در دست دارد.	یک سگ در حال دویدن روی بتن است و یک توپ آبی را در دست دارد.	4.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9754	سگی در حال دویدن بر روی بتن است و توپی را حمل می‎کند	سگ بزرگ در حال پیاده‎روی در بیرون است و اسباب‎بازی رنگارنگی را در دهان خود حمل می‎کند	3.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9755	سگی بر روی بتن ایستاده است و یک توپ آبی را حمل می‎کند	سگ بزرگ در حال پیاده‎روی در بیرون است و اسباب‎بازی رنگارنگی را در دهان خود حمل می‎کند	4.1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9756	سگی در حال دویدن بر روی بتن است و یک توپ آبی را حمل می‎کند	سگ بزرگ در حال پیاده‎روی در بیرون است و اسباب‎بازی رنگارنگی را در دهان خود حمل می‎کند	3.5	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
9757	سگ کوچک در بیرون قدم می‌زند و یک اسباب‌بازی رنگی را در دهانش حمل می‌کند.	یک سگ در حال دویدن روی بتن است و یک توپ آبی را در دست دارد.	3.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9758	یک سگ در حال دویدن روی بتن است و یک توپ آبی را در دست دارد.	سگ کوچک در بیرون قدم می‌زند و یک اسباب‌بازی رنگی را در دهانش حمل می‌کند.	3.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
9759	یک کودک خندان در حالیکه تفنگ آبپاش را حمل می‌کند آب را از آن بیرون می‌پاشد	یک فرد لباس آبی روی دیوار سیمانی بلندی می‌پرد	1.1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRIAL	0
9760	یک ختر کوچک و یک زن که پیراهن زرد به تن دارد توسط فواره شهر در حال پاشیده شدن آب هستند	یک زن ترومپت می‌زند	1.7	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TRAIN	0
9761	پسر در گل‎ولای بازی می‎کند	پسر کوچکی که بالاتنه‎اش لخت است و چهره‎اش جدی است	1.6	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TEST	0
9762	هیچ‎کس سیب‎زمینی خرد نمی‎کند	شخصی در حال انجام ترفندی با موتورسیکلت است	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
9763	فردی چند قارچ را تکه‌تکه می‌کند	فیل توسط زن رانده شده است	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRIAL	0
9764	یک پسر درحال قدم زدن از روی پل است	یک فرد سبزیجات را در کاسه‌ای زیر و رو می‌کند	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
9765	هیچ بچه مو بور نیست که یک بطری زرد در دست داشته باشد.	کسی در حال نواختن گیتار است	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TRAIN	0
9766	یک مرد در حال بالا رفتن از طناب است	هیچ مردی که در دستان بازش نقاب باشد نیست	1.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	SEMEVAL	TRAIN	0
9767	یک زن در حال پرتاب دو تخم‎مرغ به رقاصی است که بریک میرقصد	کودکی با عروسک بازی می‎کند	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
9768	سازی توسط یک زن که لباس قرمز به‎تن دارد نواخته می‎شود	مردی از طناب بالا می‎رود	1.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TEST	0
9769	یک توله ببر غرش می‌کند	دو سگ بیرون بازی می‌کنند	1.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TRAIN	0
9770	یک زن دو تخم‌مرغ از یک سطل آب بیرون می‌کشد	یک مرد در حال نواختن شیپوراست	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
9771	دو کودک با یک ماشین اسباب‌بازی در خیابان بازی می‌کنند	سگی در زمین می‌دود و یک اسباب‌بازی را دنبال می‌کند	1.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRIAL	0
9772	دو سگ در بیرون بازی می‎کنند	سگی در حال دویدن در یک زمین و تعقیب‎کردن یک توپ است	2.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
9773	پاندا بامبو نمی‌خورد	یک مرد یک دوچرخه را فقط روی یک چرخ می‌راند	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TRAIN	0
9774	جوجه ها روی یک سیخ توسط یک زن قرار میگیرند	یک سگ در حال پریدن به هوا در روستا است	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TRAIN	0
9775	آفتاب بر چهره‎ی دختری که لباس زرد پوشیده است می‎تابد	یک کودک سیاهپوست بر لبه‎ی آب در نزدیکی چند سطل ایستاده است	2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
9776	پسری که پیراهن راه‌راه پوشیده بود، پا برهنه روی تپه شنی می‌دوید	یک زن کلاه آبی به سر دارد و سوار بر دوچرخه در پارکینگ است.	1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
9777	زنی در حال بریدن ماهی است	مرد سیب‎زمینی‎ها را خرد می‎کند	2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
9778	یک سگ در ساحل که پوشیده از برف است تنها بازی می‌کند.	دکمه‌ها یک میکروویو توسط یک مرد درحال زدن هستند	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TRAIN	0
9779	یک ماهی شنا می‎کند	مرد در حال خرد کردن نان است	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
9780	شیر به آرامی به اطراف حرکت می‌کند	یک نفر دارد هویج را تکه‌تکه می‌کند	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
9781	نمایش درباره پسری خوشحال است که پیانو می‎نوازد	مردی مشغول نواختن گیتار است	2.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
9782	پسری در حال انجام بازی با بلوک‎های چوبی است	بعضی از تشویق‎کنندگان می‎رقصند	1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
9783	مرد جوانی با پیراهنی سفید و کلاهی طلایی و سیاه پایش را روی پایش انداخته‎است	هیچ دختری در حال نواختن ویولن در ساحل نیست	1.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TEST	0
9784	زن دارد داخل سیب زمینی را خالی میکند	هیچ مردی نیست که یک موتورسیکلت براند	1.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
9785	مردی بر روی چمن نشسته است و از یک بطری آب می‎نوشد	کودک با شادی با اسباب‎بازی‎ها در فضای باز بازی می‎کند	1.1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
9786	سگ روی چمن سبز بازی می‌کند	هیج مردی در حال نواختن گیتار نیست	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TRAIN	0
9787	بچه‎های کوچک در حال بازی در یک فواره آب در جلوی جمعی معدود هستند	میمونی در حال برس‎کشیدن موهای یک سگ است	1.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	SEMEVAL	TEST	0
9788	مردی گیتار الکترونیک می‌زند	گروهی از افرادی در حالیکه نوشیدنی حمل می‌کنند به سمت دوربین اشاره می‌کنند	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	FLICKR	TRIAL	0
